order_id,customer_id,order_date,dish_ids,total_amount,status,payment_method,address,note,customer_name,customer_phone
801,20,2024-09-16 10:04:00,"13,48,119",230000,completed,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Không hành,,
802,23,2024-07-23 12:42:00,"44,48,94,132",485000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
803,47,2024-06-13 18:49:00,"13,48,74",210000,cancelled,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Không hành,,
804,13,2025-06-25 13:45:00,"13,27,48,132",195000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
805,24,2025-05-31 21:30:00,"13,26,49,132",240000,cancelled,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
806,33,2025-01-23 16:13:00,"48,49,93,132",450000,completed,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
807,49,2025-06-16 12:31:00,"13,28,44,132",245000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
808,30,2024-04-28 16:18:00,"13,26,49,132",240000,cancelled,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Ít cay,,
809,5,2024-10-24 16:12:00,"44,48,94,132",485000,cooking,bank,"Số 5 Lê Lợi, Q1, TP.HCM",,,
810,43,2025-02-09 17:33:00,"34,48,117,132",410000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",Ít cay,,
811,11,2024-04-14 21:59:00,"12,48,76,132",319000,completed,bank,"Số 5 Lê Lợi, Q1, TP.HCM",,,
812,28,2025-02-17 11:14:00,"48,49,93,132",450000,cooking,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Không hành,,
813,31,2025-10-21 16:22:00,"13,48,119",230000,cancelled,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Không hành,,
814,32,2024-04-20 11:16:00,"44,48,97,132",415000,cooking,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
815,2,2024-03-10 17:43:00,"13,28,48,132",235000,completed,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
816,5,2025-09-30 11:48:00,"14,27,44,132",208000,pending,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
817,35,2025-05-17 18:16:00,"44,48,97,132",415000,completed,momo,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
818,21,2024-05-01 16:28:00,"13,28,48,132",235000,delivering,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
819,28,2025-12-24 12:31:00,"13,28,44,48,132",300000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Ít cay,,
820,43,2025-08-05 20:31:00,"34,48,117,132",410000,pending,momo,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
821,26,2024-06-09 18:03:00,"48,106,108,132",500000,completed,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
822,4,2026-02-23 14:20:00,"13,49,118",255000,completed,zalopay,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
823,49,2026-01-29 19:01:00,"10,48,119,132",319000,completed,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Ít cay,,
824,43,2025-02-25 15:03:00,"2,49,65,132",375000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
825,11,2024-11-08 11:21:00,"13,48,119",230000,completed,momo,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
826,27,2025-03-08 19:32:00,"44,102,105,132",590000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Ít cay,,
827,21,2025-01-21 19:24:00,"13,44,48,119",295000,cancelled,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
828,43,2025-05-29 22:48:00,"44,48,94,132",485000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
829,5,2024-07-25 17:40:00,"10,48,119,132",319000,pending,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
830,15,2025-08-10 16:51:00,"13,27,48,132",195000,cancelled,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Không hành,,
831,34,2024-10-06 11:36:00,"13,26,49,132",240000,cooking,bank,"Số 5 Lê Lợi, Q1, TP.HCM",,,
832,20,2024-11-05 18:51:00,"13,26,49,132",240000,delivering,momo,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
833,43,2025-10-01 18:29:00,"48,103,105,132",420000,pending,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Không hành,,
834,48,2024-08-06 20:52:00,"48,49,93,132",450000,cooking,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Không hành,,
835,41,2025-03-20 19:46:00,"13,49,118",255000,completed,momo,"Số 5 Lê Lợi, Q1, TP.HCM",,,
836,20,2026-02-03 20:48:00,"44,49,102,105,132",650000,delivering,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
837,11,2024-09-30 14:41:00,"48,49,93,132",450000,completed,zalopay,"Số 5 Lê Lợi, Q1, TP.HCM",Ít cay,,
838,20,2024-01-29 13:51:00,"48,49,95,132",410000,cooking,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
839,18,2024-02-07 13:10:00,"48,103,105,132",420000,completed,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
840,2,2026-01-09 17:50:00,"27,48,125,132",320000,completed,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Không hành,,
841,43,2025-02-20 15:42:00,"48,49,92,132",430000,completed,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
842,38,2025-06-18 20:53:00,"48,49,95,132",410000,pending,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
843,22,2026-03-02 22:20:00,"48,49,95,132",410000,cancelled,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
844,29,2024-06-28 13:17:00,"48,103,105,132",420000,delivering,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
845,35,2025-12-17 11:20:00,"34,48,117,132",410000,delivering,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
846,46,2024-05-28 15:30:00,"44,48,97,132",415000,completed,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Không hành,,
847,45,2025-11-09 22:03:00,"13,28,48,132",235000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
848,44,2025-12-18 15:57:00,"48,49,92,132",430000,completed,momo,"Số 5 Lê Lợi, Q1, TP.HCM",Ít cay,,
849,49,2024-09-18 14:05:00,"11,44,66,132",350000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
850,3,2026-02-24 20:26:00,"49,109,110,132",395000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Ít cay,,
851,7,2024-12-06 21:27:00,"48,103,105,132",420000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
852,21,2026-01-16 18:47:00,"4,48,74,132",299000,cooking,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
853,13,2024-05-19 10:25:00,"48,105,111,132",370000,completed,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
854,21,2025-08-31 20:26:00,"13,28,44,49,132",305000,cooking,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
855,27,2024-10-15 13:05:00,"44,49,96,132",360000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Ít cay,,
856,41,2025-07-25 20:39:00,"13,48,61",180000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
857,40,2024-06-21 10:25:00,"44,49,96,132",360000,delivering,zalopay,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
858,1,2024-06-23 19:07:00,"13,26,49,132",240000,pending,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Ít cay,,
859,19,2024-07-14 22:17:00,"13,28,44,49,132",305000,cooking,bank,"Số 5 Lê Lợi, Q1, TP.HCM",Ít cay,,
860,13,2024-10-16 21:43:00,"44,48,94,132",485000,delivering,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
861,29,2024-09-25 13:39:00,"13,28,48,132",235000,completed,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
862,44,2024-11-27 21:25:00,"13,26,49,132",240000,completed,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Ít cay,,
863,4,2024-04-07 18:03:00,"13,48,119",230000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
864,3,2025-09-04 21:47:00,"13,44,66",210000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Không hành,,
865,9,2025-02-08 20:23:00,"11,44,66,132",350000,pending,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
866,6,2024-12-13 17:08:00,"44,49,96,132",360000,completed,momo,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
867,18,2024-05-10 17:55:00,"44,48,49,96,132",415000,completed,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
868,28,2024-09-27 18:20:00,"13,44,66",210000,completed,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Ít cay,,
869,29,2025-11-04 20:51:00,"14,27,44,132",208000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
870,30,2024-09-23 12:45:00,"44,48,94,132",485000,delivering,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
871,30,2025-12-27 18:31:00,"48,105,111,132",370000,cooking,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
872,11,2024-07-27 14:11:00,"13,28,44,132",245000,pending,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Không hành,,
873,37,2024-01-05 18:49:00,"44,48,94,132",485000,completed,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
874,44,2024-12-02 10:18:00,"34,48,117,132",410000,completed,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Không hành,,
875,30,2024-06-06 10:05:00,"13,28,44,132",245000,cooking,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
876,40,2024-12-03 10:41:00,"13,48,119",230000,cooking,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Không hành,,
877,4,2025-10-21 14:20:00,"13,28,44,48,132",300000,completed,momo,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
878,26,2024-07-01 13:49:00,"13,26,49,132",240000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
879,42,2024-10-18 20:48:00,"11,44,66,132",350000,completed,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Ít cay,,
880,9,2024-11-13 20:38:00,"49,109,110,132",395000,completed,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Không hành,,
881,37,2025-02-01 17:17:00,"48,49,93,132",450000,cancelled,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Ít cay,,
882,6,2025-03-20 20:27:00,"10,48,119,132",319000,completed,momo,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Ít cay,,
883,32,2025-12-31 12:59:00,"44,48,94,132",485000,pending,momo,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
884,9,2025-05-04 14:09:00,"44,102,105,132",590000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
885,3,2025-07-18 11:58:00,"48,49,92,132",430000,pending,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
886,6,2024-12-29 14:37:00,"44,48,103,105,132",485000,pending,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Ít cay,,
887,27,2025-02-06 10:05:00,"48,49,93,132",450000,completed,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
888,12,2024-09-28 15:58:00,"48,105,111,132",370000,completed,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Không hành,,
889,2,2024-04-18 16:34:00,"44,49,96,132",360000,completed,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
890,43,2025-04-16 21:25:00,"13,43,48,132",215000,cancelled,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Không hành,,
891,26,2025-11-20 21:43:00,"13,49,118",255000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
892,2,2025-12-13 13:54:00,"13,28,48,132",235000,completed,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
893,13,2025-10-03 22:34:00,"48,49,95,132",410000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
894,10,2024-04-29 12:57:00,"48,106,108,132",500000,cooking,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
895,26,2024-07-25 14:36:00,"48,105,111,132",370000,completed,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
896,39,2025-05-22 21:37:00,"49,109,110,132",395000,pending,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Ít cay,,
897,44,2025-08-28 21:39:00,"12,48,76,132",319000,cooking,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
898,42,2025-07-20 11:17:00,"43,44,48,119,132",425000,delivering,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Ít cay,,
899,28,2024-12-21 17:44:00,"13,49,118",255000,completed,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
900,38,2024-08-25 18:14:00,"48,106,108,132",500000,completed,zalopay,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Ít cay,,
901,27,2026-01-10 21:24:00,"13,28,44,132",245000,completed,bank,"Số 5 Lê Lợi, Q1, TP.HCM",Không hành,,
902,31,2026-02-06 11:42:00,"44,48,94,132",485000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
903,16,2025-03-01 17:19:00,"13,44,66",210000,completed,momo,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
904,12,2024-12-31 20:10:00,"4,48,74,132",299000,pending,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
905,32,2024-05-03 18:14:00,"49,109,110,132",395000,completed,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
906,33,2024-06-03 21:55:00,"27,48,125,132",320000,cancelled,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
907,40,2026-02-12 11:06:00,"49,109,110,132",395000,cancelled,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
908,47,2024-07-29 15:10:00,"38,48,49,118,132",470000,completed,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
909,13,2024-12-08 12:07:00,"13,26,44,49,132",305000,cooking,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
910,18,2025-06-01 12:05:00,"48,106,108,132",500000,completed,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
911,15,2025-06-26 16:50:00,"14,27,44,132",208000,completed,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Ít cay,,
912,24,2025-06-12 22:43:00,"44,102,105,132",590000,completed,bank,"Số 5 Lê Lợi, Q1, TP.HCM",,,
913,26,2024-03-27 15:20:00,"43,48,119,132",360000,completed,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Ít cay,,
914,37,2025-10-18 12:57:00,"13,28,48,132",235000,completed,momo,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Ít cay,,
915,20,2025-12-18 18:55:00,"12,48,76,132",319000,completed,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
916,29,2024-05-30 21:25:00,"43,48,119,132",360000,completed,momo,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Không hành,,
917,50,2026-03-11 20:25:00,"48,105,111,132",370000,completed,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
918,9,2026-01-12 21:47:00,"40,44,123,132",325000,pending,momo,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
919,49,2024-11-15 18:21:00,"13,26,49,132",240000,completed,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Không hành,,
920,28,2026-03-03 14:46:00,"13,48,119",230000,pending,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
921,4,2025-06-03 15:07:00,"10,48,119,132",319000,completed,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Không hành,,
922,38,2024-08-29 22:47:00,"13,28,48,132",235000,cancelled,momo,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
923,46,2025-11-13 22:52:00,"4,48,74,132",299000,cancelled,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Ít cay,,
924,38,2024-04-17 15:33:00,"43,48,119,132",360000,completed,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
925,4,2025-02-25 11:05:00,"14,27,44,132",208000,delivering,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
926,50,2025-08-25 18:33:00,"48,105,111,132",370000,delivering,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
927,27,2025-12-06 17:46:00,"48,103,105,132",420000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
928,34,2024-05-12 21:32:00,"34,48,117,132",410000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Ít cay,,
929,8,2025-07-26 15:58:00,"13,28,48,132",235000,cancelled,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
930,8,2024-02-11 18:09:00,"10,48,119,132",319000,completed,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
931,38,2024-05-26 12:50:00,"44,48,97,132",415000,delivering,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
932,23,2024-01-03 11:35:00,"44,48,94,132",485000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Ít cay,,
933,25,2025-04-08 15:50:00,"13,48,61",180000,cooking,zalopay,"Số 5 Lê Lợi, Q1, TP.HCM",,,
934,29,2026-02-18 17:42:00,"38,49,118,132",415000,completed,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Không hành,,
935,35,2024-08-26 16:21:00,"13,49,118",255000,completed,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
936,41,2025-12-25 10:36:00,"13,26,49,132",240000,completed,momo,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
937,49,2025-08-06 18:12:00,"13,48,61",180000,cooking,momo,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
938,16,2024-10-08 22:13:00,"40,44,48,123,132",380000,cancelled,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Không hành,,
939,2,2025-08-26 10:31:00,"13,44,66",210000,completed,bank,"Số 5 Lê Lợi, Q1, TP.HCM",Ít cay,,
940,6,2024-11-20 16:16:00,"13,28,48,132",235000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
941,20,2026-02-25 11:09:00,"44,48,97,132",415000,delivering,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Không hành,,
942,21,2024-11-01 16:06:00,"1,48,61,132",330000,completed,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
943,16,2024-05-03 10:12:00,"10,48,119,132",319000,cancelled,zalopay,"Số 5 Lê Lợi, Q1, TP.HCM",Ít cay,,
944,4,2025-01-29 11:17:00,"38,49,118,132",415000,completed,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
945,2,2025-02-21 20:14:00,"13,27,48,132",195000,completed,momo,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
946,20,2025-10-29 22:08:00,"48,49,95,132",410000,cancelled,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
947,16,2025-01-17 18:10:00,"38,49,118,132",415000,pending,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
948,11,2025-09-27 14:41:00,"13,27,48,132",195000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
949,41,2025-11-27 16:22:00,"13,48,119",230000,completed,zalopay,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
950,45,2024-11-03 11:25:00,"13,27,48,132",195000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Không hành,,
951,21,2024-08-03 19:32:00,"44,48,97,132",415000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Ít cay,,
952,39,2024-12-15 13:29:00,"44,49,96,132",360000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
953,12,2024-01-05 10:43:00,"13,28,48,132",235000,delivering,momo,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Ít cay,,
954,35,2025-10-26 20:04:00,"12,48,76,132",319000,completed,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
955,25,2025-01-20 19:22:00,"4,48,74,132",299000,completed,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Ít cay,,
956,48,2025-03-31 10:14:00,"10,48,119,132",319000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
957,32,2026-01-05 13:14:00,"44,48,49,93,132",515000,completed,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Ít cay,,
958,18,2025-10-15 16:07:00,"13,44,49,66",270000,cancelled,momo,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
959,48,2024-03-07 19:08:00,"27,48,49,125,132",380000,completed,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Không hành,,
960,13,2026-01-16 22:17:00,"44,48,94,132",485000,completed,momo,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
961,44,2024-01-03 16:41:00,"13,48,61",180000,completed,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Ít cay,,
962,49,2025-05-22 15:33:00,"44,49,96,132",360000,completed,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
963,13,2024-11-19 10:25:00,"48,103,105,132",420000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
964,16,2025-03-09 11:58:00,"44,48,94,132",485000,completed,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
965,28,2024-04-09 10:30:00,"13,27,48,132",195000,completed,zalopay,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
966,4,2024-09-01 15:53:00,"48,49,95,132",410000,completed,momo,"Số 5 Lê Lợi, Q1, TP.HCM",,,
967,29,2026-02-21 11:40:00,"13,48,119",230000,cancelled,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
968,9,2025-12-11 11:50:00,"13,28,48,132",235000,completed,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
969,4,2024-03-08 11:43:00,"13,44,66",210000,pending,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Ít cay,,
970,43,2024-08-26 19:50:00,"12,48,76,132",319000,cancelled,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Ít cay,,
971,22,2025-09-27 19:06:00,"44,102,105,132",590000,completed,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
972,5,2024-01-13 19:45:00,"13,48,74",210000,cancelled,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
973,40,2025-03-07 17:46:00,"38,49,118,132",415000,cooking,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
974,42,2025-08-21 16:32:00,"13,27,44,48,132",260000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Không hành,,
975,24,2025-09-09 15:18:00,"14,27,44,132",208000,completed,momo,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
976,13,2025-03-08 15:12:00,"13,27,48,132",195000,completed,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
977,22,2025-04-23 19:44:00,"48,106,108,132",500000,cancelled,zalopay,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Không hành,,
978,3,2024-06-15 11:29:00,"48,49,92,132",430000,cooking,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
979,48,2024-08-06 13:30:00,"44,48,94,132",485000,completed,bank,"Số 5 Lê Lợi, Q1, TP.HCM",Ít cay,,
980,5,2024-01-07 15:00:00,"48,49,93,132",450000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
981,49,2024-07-18 20:37:00,"14,27,44,132",208000,completed,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
982,12,2024-08-12 14:46:00,"48,49,93,132",450000,completed,momo,"Số 5 Lê Lợi, Q1, TP.HCM",,,
983,44,2024-04-13 10:53:00,"44,48,49,93,132",515000,completed,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
984,24,2024-11-08 17:15:00,"2,49,65,132",375000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Không hành,,
985,9,2024-03-07 11:09:00,"49,109,110,132",395000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
986,3,2025-03-15 20:15:00,"10,48,119,132",319000,cancelled,zalopay,"Số 5 Lê Lợi, Q1, TP.HCM",Không hành,,
987,41,2024-12-01 13:03:00,"44,48,97,132",415000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Không hành,,
988,40,2025-04-26 22:42:00,"34,48,117,132",410000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
989,21,2025-06-15 17:11:00,"38,49,118,132",415000,completed,momo,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Ít cay,,
990,38,2025-08-18 16:40:00,"34,48,117,132",410000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
991,28,2025-02-09 13:19:00,"48,105,111,132",370000,delivering,zalopay,"Số 5 Lê Lợi, Q1, TP.HCM",,,
992,19,2024-05-17 22:05:00,"48,49,95,132",410000,cooking,momo,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
993,28,2025-03-12 17:29:00,"13,44,48,74",275000,delivering,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
994,17,2024-07-02 17:14:00,"44,49,96,132",360000,completed,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
995,18,2025-10-21 11:50:00,"38,49,118,132",415000,completed,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
996,22,2024-12-07 13:43:00,"4,48,49,74,132",359000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
997,48,2024-05-21 22:45:00,"48,49,93,132",450000,pending,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
998,38,2025-02-17 16:52:00,"44,48,97,132",415000,completed,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Không hành,,
999,48,2024-08-21 13:46:00,"14,27,44,132",208000,completed,bank,"Số 5 Lê Lợi, Q1, TP.HCM",Không hành,,
1000,30,2026-02-14 17:46:00,"13,48,74",210000,completed,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
1001,29,2025-12-15 16:13:00,"49,109,110,132",395000,cooking,momo,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
